age,hours_per_week,workclass,education,marital_status,occupation,race,gender,income
42,50,-2,-4,-4,-4,-1,-1,>=50k
60,24,-2,0,-4,-1,-1,-1,<50k
37,55,-1,-1,-4,0,-1,-1,>=50k
44,40,0,0,0,-2,0,-1,<50k
32,40,-2,-2,-4,0,-1,-1,<50k
29,40,-2,-7,-2,-1,-1,0,<50k
42,35,0,-4,-4,-4,-1,-1,>=50k
17,12,-2,-2,-2,0,-1,-1,<50k
41,10,-2,-2,-4,-2,-1,0,<50k
34,40,-2,-1,-4,-1,-1,0,>=50k
56,32,-2,-2,-3,-2,-1,0,<50k
28,40,-2,-1,-2,-1,-1,-1,<50k
28,40,-1,-2,-2,-3,-1,-1,<50k
19,25,-2,-2,-2,0,-1,-1,<50k
49,40,0,-1,-4,-2,-1,-1,>=50k
36,50,-1,-1,-4,-2,-1,0,<50k
25,35,-2,-1,-4,0,-1,-1,<50k
42,40,-2,-7,0,-4,-1,-1,<50k
47,50,-1,-3,-4,-4,-1,-1,>=50k
26,40,-2,-1,-4,-2,-1,-1,<50k
35,58,-2,-1,-4,-1,-1,-1,<50k
37,45,-2,-5,-4,0,-1,-1,<50k
39,48,0,-5,-2,-2,0,-1,<50k
42,35,-2,-5,-4,-1,-1,-1,>=50k
41,36,-2,-1,0,-2,-1,0,>=50k
23,24,-2,-1,0,-2,-1,0,<50k
31,40,0,-5,-4,-2,-1,-1,<50k
36,57,0,-1,-4,-2,-1,-1,>=50k
20,25,-2,-1,-2,-4,-1,0,<50k
36,45,-2,-1,-2,0,-1,-1,<50k
50,50,-2,-5,-4,0,-1,-1,>=50k
37,40,-2,-5,-2,0,-1,-1,<50k
25,50,-2,-7,-2,0,-1,-1,>=50k
39,60,-2,-1,0,-2,-1,0,<50k
32,40,-2,-5,-4,0,-1,0,<50k
59,35,-2,-1,-1,-1,-1,0,<50k
29,45,-2,-7,-4,0,-1,-1,<50k
50,40,-2,-5,-4,0,0,-1,<50k
42,37,-2,0,-4,-3,-1,-1,<50k
32,40,-2,-1,0,-4,-1,-1,<50k
48,40,-2,0,-4,-3,-1,-1,>=50k
20,35,-2,-5,-4,0,-1,-1,<50k
50,45,-1,-2,0,0,-1,-1,<50k
18,30,-2,-1,-2,0,-1,-1,<50k
60,50,-2,-4,-2,-4,-1,-1,<50k
60,40,-2,-1,-4,-4,-1,-1,<50k
42,22,0,-4,-2,-4,-1,-1,<50k
49,35,-2,-5,0,-2,-1,0,<50k
35,40,-1,-1,-4,-3,-1,0,<50k
30,60,-1,0,-4,-3,-1,-1,<50k
59,40,-2,-1,-4,-1,-1,-1,>=50k
24,50,-1,-5,-2,-2,0,-1,>=50k
55,40,-2,0,0,-1,-1,0,<50k
19,20,-2,-5,-2,-1,-1,0,<50k
39,40,-2,-5,-4,0,-1,-1,<50k
48,40,-2,-1,0,-1,-1,0,<50k
44,40,-2,-7,-4,-4,-1,-1,>=50k
21,30,-2,-1,-2,0,-1,-1,<50k
23,40,-2,-7,-2,-2,0,-1,<50k
22,30,-2,-1,-2,-2,-1,-1,<50k
55,55,-1,-4,-4,-4,-1,-1,>=50k
19,40,-2,-1,-2,-3,-1,0,<50k
23,25,-2,-1,-2,0,-1,-1,<50k
46,44,-2,-5,-4,0,-1,-1,>=50k
23,23,-2,-7,-2,-1,-1,0,<50k
47,50,-1,-4,-4,-1,-1,-1,>=50k
23,15,-2,-1,-2,-3,-1,0,<50k
42,40,-2,-1,-4,-2,-1,-1,>=50k
22,10,0,-7,-2,-1,-1,0,<50k
18,20,-2,-5,-2,-1,-1,-1,<50k
37,50,-2,-7,-4,-1,-1,-1,>=50k
34,50,-2,-2,-4,0,-1,-1,<50k
30,40,-2,0,-3,-2,-1,0,<50k
62,50,-1,-1,-1,0,-1,0,<50k
51,40,-2,-1,-4,0,-1,-1,<50k
34,30,-2,-5,-4,-2,0,-1,<50k
28,40,-1,-4,-2,-4,-1,-1,<50k
56,40,-2,-2,-2,0,-1,-1,<50k
46,30,-2,-5,0,-2,-1,0,<50k
46,45,-2,-1,-4,-2,-1,-1,>=50k
23,40,0,-1,-4,-1,-1,0,<50k
33,30,-2,-7,-4,-1,0,0,<50k
27,40,-2,-5,-2,-2,0,-1,<50k
21,20,-2,-1,-2,-1,0,0,<50k
18,60,-3,-5,-2,-5,-1,-1,<50k
36,40,-2,-2,-4,0,-1,-1,>=50k
37,36,0,-7,0,-4,-1,0,<50k
39,40,0,-2,-4,-2,-1,-1,<50k
36,60,-2,-5,-4,0,-1,-1,>=50k
24,40,-2,0,-2,0,-1,-1,<50k
26,40,-2,0,-2,-1,0,0,<50k
37,60,-2,-5,0,-3,-1,0,<50k
34,50,-2,-5,-4,0,-1,-1,<50k
33,40,-2,-5,0,-1,-1,0,<50k
33,30,-1,-5,-4,-2,-1,-1,<50k
20,8,-2,-5,-2,-3,-1,0,<50k
26,38,-2,-1,0,-1,-1,0,<50k
47,20,-2,-5,-4,-1,-1,0,>=50k
17,20,-2,-2,-2,-3,-1,0,<50k
53,40,-2,0,-4,-1,-1,-1,<50k
31,35,-2,-1,0,-3,-1,0,<50k
34,40,-2,-2,-4,0,-1,-1,<50k
23,40,-2,-2,-4,-2,-1,-1,<50k
39,45,-2,-7,-4,0,-1,-1,>=50k
22,40,-3,-5,-2,-5,-1,0,<50k
21,20,-2,-1,-2,-1,-1,0,<50k
40,35,-2,-5,-2,-1,0,0,<50k
54,40,0,-4,-4,-1,-1,-1,>=50k
32,40,0,-7,-4,-4,0,-1,<50k
29,40,0,-5,-4,-2,-1,0,<50k
68,40,-3,-1,-2,-5,0,0,<50k
27,45,0,-7,-4,-2,-1,-1,>=50k
54,40,-2,-1,-2,-1,-1,-1,>=50k
23,40,-2,-5,0,-2,-1,0,<50k
38,48,-2,-4,-4,-1,-1,-1,>=50k
54,35,-2,-5,-4,-2,-1,0,<50k
21,40,-2,-1,-2,-4,0,-1,<50k
40,42,-2,0,-2,-4,-1,-1,<50k
19,40,-2,-2,-2,-2,-1,0,<50k
21,60,-3,-5,-2,-5,-1,-1,<50k
35,40,-2,-7,-4,-1,0,0,<50k
39,45,-2,-1,-2,-1,-1,0,<50k
38,40,-2,-5,-2,-2,-1,-1,<50k
41,40,-2,-2,-4,0,-1,-1,>=50k
26,40,-2,-1,-2,-1,-1,0,<50k
35,45,-2,-5,0,-2,-1,0,<50k
70,25,-1,-1,-4,0,-1,-1,<50k
45,40,-2,-2,-4,-3,-1,-1,<50k
83,55,-2,-5,-1,-2,-1,-1,<50k
59,40,-2,-5,-3,-2,-1,0,<50k
18,15,-2,-2,-2,-2,0,-1,<50k
31,40,-2,-5,-4,-1,-1,-1,<50k
43,45,-2,-4,-4,-4,-1,0,>=50k
24,40,0,-7,-2,-4,-1,0,<50k
33,50,-2,0,-4,0,-1,-1,<50k
48,52,0,-4,-2,-4,-1,0,<50k
27,40,-2,-7,-4,-1,-1,-1,<50k
41,40,-2,-5,-4,0,-1,-1,<50k
25,25,-2,-5,-4,-2,-1,0,<50k
53,40,-2,-5,0,0,-1,-1,>=50k
66,50,-1,-3,-4,-4,-1,-1,<50k
31,40,-2,-1,-4,0,-1,-1,>=50k
30,40,0,-7,-4,-1,-1,-1,<50k
22,40,-2,-5,0,0,-1,-1,<50k
47,60,-1,-7,-4,-3,-1,-1,>=50k
74,40,-2,-5,-4,-1,-1,-1,>=50k
37,70,-2,-1,-4,-1,0,-1,>=50k
35,60,-1,-1,-3,0,-1,-1,<50k
51,70,-1,-7,-4,-1,-1,-1,<50k
40,40,-2,-1,-3,-2,-1,0,<50k
51,40,0,-6,-4,-4,-1,-1,>=50k
26,40,-2,-2,-4,0,-1,0,<50k
53,40,-2,0,-2,-1,0,0,<50k
32,40,-2,-5,-4,0,-1,-1,<50k
29,40,-1,-1,-4,0,0,-1,<50k
42,40,-2,-5,-3,-1,-1,-1,<50k
22,32,-2,-1,-2,0,-1,-1,<50k
62,24,-3,-5,-4,-5,-1,-1,<50k
33,40,-2,-5,0,-1,-1,0,<50k
21,20,-2,-5,-2,0,0,-1,<50k
46,45,0,-7,-4,-4,-1,-1,>=50k
25,40,-2,-2,-2,0,-1,-1,<50k
29,40,-2,-2,-4,-2,-1,-1,<50k
29,48,0,-7,-2,-4,-1,-1,<50k
33,60,-2,-6,0,-3,-1,-1,>=50k
50,40,-2,0,0,0,-1,-1,<50k
22,40,-2,-5,-2,-1,0,0,<50k
40,40,-2,-5,0,0,-1,-1,<50k
28,45,-2,-5,-4,0,0,-1,<50k
54,40,-2,-5,-4,-1,-1,-1,<50k
29,40,-2,-5,-4,0,-1,-1,<50k
49,40,-2,-5,-1,0,0,0,<50k
46,27,-2,-2,-1,-2,-1,0,<50k
71,8,-1,-2,-4,0,-1,-1,<50k
27,80,-2,-1,-4,0,-1,-1,<50k
56,40,-2,-5,-2,-1,-1,0,<50k
64,60,-2,-5,-4,-2,0,-1,>=50k
23,25,-2,-1,-4,-1,-1,0,<50k
36,40,-2,-7,-4,-4,-1,-1,>=50k
39,45,0,-4,-4,-4,-1,-1,>=50k
26,40,-2,-5,-2,-1,-1,-1,<50k
31,40,0,0,-4,-2,-1,-1,<50k
36,40,-2,-7,0,-1,-1,0,<50k
43,40,-2,-5,-4,0,-1,-1,>=50k
25,50,-2,-1,-2,-1,-1,0,<50k
27,40,-2,-5,-4,0,-1,-1,<50k
24,40,-2,-2,-2,-3,-1,-1,<50k
50,20,-1,0,-4,-2,-1,-1,<50k
30,40,-2,-5,-4,0,-1,-1,<50k
24,40,-2,-2,-2,0,-1,-1,<50k
41,36,0,-4,0,-4,-1,0,>=50k
29,45,-2,-1,-2,-1,-1,-1,<50k
31,40,-2,-1,-4,-1,-1,-1,<50k
54,40,-2,-1,0,-1,-1,0,<50k
20,50,-2,-2,-4,-3,-1,0,<50k
37,40,-2,-5,-2,-2,-1,-1,<50k
28,30,0,-5,-2,-2,0,-1,<50k
39,40,-2,-5,-4,-1,-1,0,>=50k
46,40,0,-1,-2,-1,-1,0,<50k
35,42,-2,-7,-3,-1,-1,0,<50k
36,20,-1,-1,-4,-3,-1,-1,>=50k
34,25,-3,-5,-4,-5,-1,-1,<50k
44,40,-2,-4,-4,-1,-1,-1,>=50k
34,50,-1,-7,0,-1,-1,-1,<50k
28,50,-1,-5,-4,-3,-1,-1,>=50k
38,45,-1,-3,-4,-4,-1,-1,>=50k
64,50,-3,-7,-4,-5,-1,-1,>=50k
19,40,-3,-1,-2,-5,-1,0,<50k
35,52,-2,-7,-4,-3,-1,-1,>=50k
61,40,-2,-5,-2,-1,-1,0,<50k
45,40,-2,-1,0,-3,-1,0,<50k
36,40,-2,-5,-4,0,-1,-1,<50k
34,30,-2,-5,-2,0,0,-1,<50k
27,60,-2,0,-4,-3,-1,-1,<50k
22,40,-2,-2,-2,0,-1,-1,<50k
26,40,-2,-7,-2,-2,-1,0,<50k
19,15,-2,-2,-2,-2,-1,0,<50k
36,40,-2,-5,0,0,-1,-1,<50k
51,50,-2,-7,0,-1,-1,-1,>=50k
63,40,-2,-5,-4,0,-1,-1,>=50k
51,40,-2,-5,-4,-1,-1,-1,<50k
20,25,0,-1,-2,-1,-1,0,<50k
42,50,-1,0,-4,-4,-1,-1,<50k
40,40,-3,-7,-2,-5,-1,0,<50k
25,40,-2,-1,-4,0,-1,-1,<50k
40,50,-2,0,0,-1,-1,0,<50k
41,30,-3,-7,-4,-5,-1,0,>=50k
49,80,-2,-5,-2,0,-1,-1,<50k
46,40,-2,-5,-3,0,0,0,<50k
32,50,-1,-5,-3,-3,-1,-1,<50k
28,40,-2,-1,-4,0,0,-1,<50k
19,20,-3,-5,-2,-5,0,-1,<50k
19,25,-2,-5,-2,-1,-1,0,<50k
18,20,-2,-2,-2,-1,0,-1,<50k
39,55,-2,-5,-2,-3,-1,-1,<50k
60,30,-1,-7,0,-4,-1,0,<50k
46,40,0,-7,0,-4,-1,0,<50k
38,50,-2,-2,-4,0,-1,0,>=50k
36,44,-2,-5,-4,0,-1,-1,>=50k
45,40,-2,-1,-4,-3,-1,-1,<50k
60,40,0,-7,0,-4,-1,0,<50k
30,40,-2,-2,-4,0,-1,-1,<50k
22,43,-2,-1,-2,-2,-1,0,<50k
23,45,-2,-1,-2,-1,-1,-1,<50k
48,24,0,-1,-2,-4,0,0,<50k
46,15,-2,-5,-4,-2,-1,0,<50k
43,45,-2,-4,-4,-1,-1,-1,>=50k
25,40,-2,-5,-4,0,0,-1,<50k
50,40,-2,-1,-2,-4,-1,-1,<50k
61,55,-1,-5,0,-3,-1,-1,<50k
35,50,-2,-7,-2,-3,-1,-1,<50k
65,40,0,-1,0,-1,-1,0,<50k
56,45,-2,-5,-4,0,0,-1,<50k
43,80,-1,-7,-4,0,0,0,<50k
55,50,-2,-5,-4,0,-1,-1,<50k
22,40,-2,-1,-2,-1,-1,0,<50k
40,32,-2,-1,0,0,-1,-1,<50k
35,50,-2,-5,-4,0,-1,-1,<50k
22,50,-3,-1,-2,-5,-1,-1,<50k
20,40,-2,-2,-4,0,-1,-1,<50k
46,35,0,-2,-4,-2,-1,-1,>=50k
43,40,-2,-5,-3,0,-1,-1,<50k
46,40,0,-5,0,-1,0,0,<50k
39,37,-2,-2,-4,-2,0,-1,<50k
34,20,-2,-5,-2,-1,-1,0,<50k
35,35,-2,-5,0,-2,-1,0,<50k
30,41,-2,-5,-2,-1,-1,-1,<50k
25,28,-2,-5,-2,0,0,-1,<50k
44,35,-2,-4,-4,-1,-1,-1,>=50k
35,40,-2,-5,0,-1,-1,0,<50k
41,40,-2,-5,-4,0,-1,-1,<50k
43,40,0,-7,-4,-1,-1,-1,>=50k
32,40,-2,-1,-2,-1,-1,0,<50k
50,40,-2,-2,-4,0,-1,-1,<50k
20,15,-2,-1,-2,-1,-1,0,<50k
29,20,-2,-5,-4,-1,-1,0,<50k
38,70,-2,-3,-4,-4,-1,-1,>=50k
20,50,-2,-2,-2,0,-1,-1,<50k
41,40,-2,-5,-2,-3,0,0,<50k
27,65,-2,-1,-2,-1,-1,0,<50k
37,40,-2,-2,-4,0,-1,-1,<50k
62,24,0,-4,-3,-4,-1,0,<50k
31,40,-2,-2,0,-2,-1,-1,<50k
49,40,-2,-1,0,-1,0,0,<50k
33,50,0,-7,-2,-4,0,0,<50k
31,40,-2,-5,-4,0,-1,-1,>=50k
19,35,-2,-1,-2,-2,-1,0,<50k
44,40,-2,-2,-4,0,-1,-1,<50k
31,65,-1,-1,-2,-1,-1,-1,>=50k
62,40,-2,-5,-1,0,-1,0,<50k
65,10,-1,-1,-4,-1,-1,-1,>=50k
17,40,-2,-2,-4,-2,-1,-1,<50k
60,44,-2,-5,-4,0,-1,-1,>=50k
31,40,-2,-2,-4,0,-1,-1,<50k
29,40,-2,-1,-2,-2,0,0,<50k
53,40,-2,-5,-4,0,-1,-1,>=50k
44,40,-2,-1,-4,-3,-1,-1,>=50k
43,60,-2,-2,-4,-3,-1,-1,<50k
40,40,0,-1,-4,0,-1,-1,<50k
18,10,-2,-2,-2,-3,0,0,<50k
47,43,-2,-5,0,0,-1,0,<50k
38,40,0,-7,-4,-4,-1,-1,<50k
37,25,-2,0,-4,-2,-1,0,<50k
40,40,-2,-1,-3,-3,0,0,<50k
57,60,-1,-5,-4,-4,0,-1,>=50k
43,40,-2,-5,-3,-2,-1,0,<50k
32,40,-2,-7,-4,-4,0,-1,<50k
64,40,-2,-1,-4,-3,-1,-1,<50k
18,20,-2,-2,-2,-3,-1,0,<50k
40,50,-1,-7,-2,-1,-1,-1,<50k
17,40,-3,-2,-2,-5,0,0,<50k
23,40,-2,-5,-2,0,-1,-1,<50k
45,40,-2,0,0,-1,0,0,<50k
45,15,-1,-4,0,-4,-1,0,<50k
27,60,-2,-2,-2,-2,-1,-1,<50k
23,40,-2,-1,-4,0,-1,-1,<50k
58,30,-1,-5,-4,0,0,-1,<50k
35,75,-2,-5,0,-2,-1,0,<50k
47,40,-2,-4,0,-4,-1,-1,>=50k
33,50,-2,-5,-4,-1,-1,-1,<50k
27,40,-2,-7,-3,-4,0,-1,>=50k
46,40,-2,0,-4,0,-1,-1,>=50k
24,56,-2,-1,-4,0,-1,-1,<50k
40,44,-2,-1,-4,0,-1,-1,>=50k
44,24,-2,-5,-2,-2,-1,0,<50k
31,97,0,-7,-4,-2,-1,-1,>=50k
37,40,-2,0,-4,-1,-1,-1,>=50k
23,40,-2,0,-3,-1,-1,0,<50k
30,52,-1,-7,-4,-3,-1,-1,>=50k
31,35,-2,-1,-4,-2,0,-1,<50k
24,32,-3,-5,-2,-5,-1,0,<50k
32,40,-2,-1,-4,-1,-1,-1,<50k
27,40,-2,-5,-2,0,-1,-1,<50k
35,55,0,-5,-2,-1,0,-1,<50k
27,40,-2,-7,-2,-1,-1,-1,<50k
30,70,-1,-7,-4,-3,-1,-1,<50k
33,70,-1,-5,-2,0,-1,-1,<50k
34,45,-2,-6,-4,-4,-1,-1,>=50k
29,50,-2,-1,-4,0,-1,-1,<50k
26,40,0,-4,-2,-4,-1,0,<50k
39,40,-1,-5,-2,0,-1,-1,<50k
37,50,-1,-1,-4,-1,-1,-1,>=50k
51,50,-2,-1,0,-1,-1,0,>=50k
40,47,-2,-1,-3,0,-1,-1,>=50k
53,40,-2,-2,-4,0,0,-1,<50k
58,40,0,-1,-4,-2,0,-1,>=50k
29,40,-2,-7,-4,-2,-1,-1,>=50k
33,40,-2,-5,-4,0,0,-1,<50k
57,60,-2,-4,-4,-1,-1,-1,>=50k
69,40,0,-5,-4,-2,-1,-1,<50k
20,12,-2,-1,-2,-1,-1,0,<50k
56,25,-2,-5,-1,-3,-1,0,<50k
49,40,-2,-2,-4,0,-1,-1,<50k
34,40,-2,-5,-4,0,-1,-1,<50k
70,37,-2,-5,-4,0,-1,-1,<50k
44,45,-2,-7,0,-1,-1,0,<50k
37,40,-2,-7,-2,-4,-1,-1,>=50k
58,58,0,-7,-4,-4,-1,-1,<50k
42,25,-1,-1,-4,-4,-1,0,<50k
41,40,-2,-5,-4,-3,-1,-1,<50k
28,40,-2,-5,-2,-1,-1,0,<50k
47,60,0,-4,-4,-4,-1,-1,>=50k
24,40,-2,-5,-4,0,-1,0,<50k
58,55,-1,-5,-4,-2,-1,-1,>=50k
18,25,-2,-5,-2,-1,-1,0,<50k
50,50,-2,-1,-4,-1,-1,-1,>=50k
69,24,-2,-1,-1,-1,-1,0,<50k
84,66,-2,-4,-2,-4,-1,-1,<50k
47,60,-2,-7,-4,-1,-1,-1,>=50k
19,20,-2,-2,-2,0,-1,-1,<50k
24,40,-2,-1,-2,-4,0,-1,<50k
48,6,-3,-7,-4,-5,-1,-1,<50k
53,50,-2,-5,0,0,-1,-1,<50k
58,45,-2,-1,-4,-3,-1,-1,<50k
22,24,-2,-1,-2,0,-1,-1,<50k
36,52,-1,-1,-4,-1,-1,-1,<50k
34,40,-2,-2,-2,-1,-1,0,<50k
43,21,-2,-2,-1,-4,-1,0,<50k
37,24,-2,-5,-4,0,-1,-1,<50k
43,50,-2,-3,-3,-2,-1,-1,>=50k
42,40,-2,-1,-4,-2,-1,0,>=50k
21,30,-2,-1,-2,-2,-1,-1,<50k
49,60,-1,-5,-4,-3,-1,-1,<50k
35,40,-2,-5,-4,-2,0,-1,<50k
49,30,-1,-1,-1,0,-1,0,<50k
28,40,-2,-1,-2,-2,0,-1,<50k
51,40,-2,-2,-4,0,-1,-1,<50k
30,40,-3,-7,-2,-5,-1,0,<50k
19,60,-2,-2,-2,-2,-1,-1,>=50k
56,40,-2,-2,-4,-2,-1,-1,<50k
20,8,-2,-5,-2,-2,-1,-1,<50k
22,37,-2,-1,-2,-1,-1,0,<50k
33,56,-2,-5,-4,0,-1,-1,>=50k
54,45,-3,-5,0,-5,-1,-1,<50k
22,50,-2,-1,-2,0,-1,-1,<50k
68,30,-2,-1,0,-2,-1,0,<50k
56,40,0,-7,0,-1,-1,0,<50k
23,40,-3,-5,-2,-5,-1,-1,<50k
69,40,-1,-2,-4,-1,-1,-1,<50k
41,40,-2,-7,-2,-2,-1,-1,<50k
33,40,-2,-5,-2,0,0,0,<50k
18,8,-2,-2,-2,-3,-1,0,<50k
17,16,-2,-2,-2,-2,0,-1,<50k
31,40,-2,-2,0,0,0,-1,<50k
50,60,-2,-1,-4,-2,-1,-1,>=50k
62,40,-2,-2,-1,0,-1,0,<50k
41,52,-2,-5,0,-1,-1,0,<50k
20,40,0,-5,-2,-2,-1,0,<50k
23,30,-2,0,-2,-3,-1,-1,<50k
18,20,-2,-5,-2,-2,-1,-1,<50k
53,40,-3,-2,-3,-5,-1,-1,<50k
42,40,-2,-2,-4,0,-1,-1,<50k
23,40,-2,-7,-2,-4,-1,-1,<50k
43,40,-2,-5,0,-1,-1,0,<50k
47,55,-2,-5,-4,-3,-1,-1,<50k
53,40,0,-2,-4,-2,-1,-1,<50k
28,40,-2,-2,-2,0,-1,-1,<50k
28,40,0,-1,-4,-2,-1,-1,<50k
44,45,-2,-1,-4,-4,-1,-1,<50k
58,40,-2,-5,-4,0,-1,-1,<50k
25,32,-3,-2,-2,-5,-1,0,<50k
26,40,-2,-5,-2,0,-1,0,<50k
36,8,-1,-1,-4,0,-1,-1,<50k
27,40,-2,-5,0,-2,-1,0,<50k
39,45,-2,-6,-4,-1,-1,-1,>=50k
25,40,-2,-7,-4,-1,-1,-1,<50k
17,15,-2,-2,-2,-2,-1,0,<50k
39,50,-2,-7,0,-1,-1,-1,<50k
52,40,-2,-5,-4,0,-1,-1,<50k
24,50,-2,-7,-2,-3,-1,0,<50k
26,55,-1,0,-4,0,-1,-1,<50k
24,40,-3,-7,-2,-5,-1,0,<50k
32,40,-2,-5,-4,0,-1,-1,>=50k
49,40,0,-4,-4,-2,-1,-1,>=50k
20,25,-3,-1,-2,-5,-1,0,<50k
40,40,-2,-2,-4,0,-1,-1,<50k
52,60,-2,-3,0,-1,-1,-1,>=50k
33,40,-2,-5,-2,-1,-1,-1,<50k
19,20,-2,-5,-4,0,-1,-1,<50k
37,40,-2,0,-4,-4,-1,-1,<50k
21,20,0,-1,-2,-2,-1,0,<50k
33,36,-2,-1,-2,-1,-1,-1,<50k
28,40,-2,0,0,-4,-1,0,<50k
48,40,-2,-5,-4,0,-1,-1,<50k
43,40,-2,-7,-3,-2,-1,-1,<50k
32,40,-2,-5,-4,0,-1,-1,<50k
28,30,-2,-5,-2,-2,-1,-1,<50k
47,40,-1,-7,-4,-4,0,-1,<50k
37,50,-2,-7,-4,-1,-1,-1,>=50k
26,30,-2,-1,-3,-3,0,-1,<50k
55,60,-2,-5,-4,-2,-1,-1,<50k
40,40,-2,0,0,-3,-1,0,<50k
31,40,-2,-7,-4,-1,-1,-1,>=50k
39,40,-2,-5,-4,-2,-1,-1,>=50k
54,54,-1,-1,-4,-3,-1,-1,>=50k
38,40,-2,-1,-4,-3,0,-1,<50k
53,85,-1,-5,-4,0,-1,-1,<50k
27,78,-1,0,-2,-4,-1,0,<50k
42,40,-2,-7,-4,-1,-1,-1,>=50k
62,40,-2,-1,0,-1,-1,0,<50k
47,58,-2,-2,-4,-1,-1,-1,<50k
26,50,-2,-7,-2,-1,-1,0,<50k
33,20,-3,-5,-2,-5,0,0,<50k
59,40,-2,-1,0,-2,-1,-1,<50k
42,45,-2,-5,0,-4,-1,0,<50k
25,45,-2,-7,-4,-4,-1,-1,>=50k
58,36,-2,-5,0,-3,-1,-1,<50k
30,60,-2,-1,-2,-3,-1,0,<50k
21,40,-2,-1,-2,0,-1,0,<50k
61,40,-2,-5,-4,-2,-1,-1,<50k
33,40,-2,0,-4,0,-1,-1,<50k
51,40,-2,-4,-4,-2,-1,-1,>=50k
70,12,-2,-1,-1,-1,-1,0,<50k
55,30,-3,-5,-4,-5,-1,-1,>=50k
29,50,-1,-1,0,0,-1,-1,<50k
46,44,-2,-4,-1,-4,-1,0,<50k
35,40,0,-1,0,-1,0,0,<50k
31,43,-2,-5,-4,0,-1,-1,>=50k
37,42,-2,-1,-4,-1,-1,-1,>=50k
43,43,-2,-1,-4,-3,-1,-1,>=50k
23,40,-2,-5,-2,-3,-1,-1,<50k
41,44,-2,-5,0,0,-1,-1,>=50k
42,50,0,-7,-4,-4,-1,0,>=50k
26,40,-2,-2,-2,-1,-1,0,<50k
45,40,-2,-1,-4,-1,-1,-1,>=50k
25,40,-2,0,-4,-3,-1,-1,<50k
33,40,-3,-2,-3,-5,-1,-1,<50k
38,50,-2,-7,-4,0,-1,-1,>=50k
28,50,-2,-5,-2,-1,-1,0,<50k
68,40,-1,0,-4,-4,-1,-1,<50k
42,40,0,-5,-4,0,-1,-1,>=50k
35,40,-2,-4,-4,-3,-1,-1,<50k
36,40,-2,-1,0,-1,-1,0,<50k
33,35,-2,-5,-4,0,-1,-1,<50k
22,30,-2,-1,-2,-1,-1,0,<50k
45,50,0,-7,-4,-2,-1,-1,>=50k
24,40,-2,-1,-2,-2,-1,0,<50k
57,35,-2,-2,-4,-2,-1,-1,<50k
36,40,0,-5,-4,-4,-1,-1,>=50k
41,40,-2,-5,-2,-1,-1,0,<50k
26,35,-1,-1,-2,-4,-1,0,<50k
25,50,-1,-1,-2,0,-1,0,<50k
53,50,0,-1,-4,0,-1,-1,<50k
28,40,0,0,-1,-4,-1,-1,<50k
30,40,0,-4,-2,-4,-1,0,<50k
38,40,-1,-2,-4,0,-1,-1,<50k
37,48,0,-1,0,-2,-1,-1,<50k
30,38,-2,-4,-4,-4,-1,-1,<50k
41,40,-2,-5,-4,0,0,0,<50k
29,36,-3,-1,-2,-5,0,-1,<50k
31,80,-2,-1,0,0,-1,-1,<50k
36,55,-2,-5,-4,0,-1,-1,<50k
59,60,-1,-5,-4,-1,-1,-1,<50k
33,35,-1,-5,-4,0,-1,-1,<50k
29,55,-2,-5,-4,-3,-1,-1,>=50k
49,40,0,-1,-4,0,-1,-1,>=50k
50,56,0,-2,-3,0,-1,-1,<50k
33,45,-2,-7,-4,-1,-1,-1,>=50k
28,40,-2,-2,-4,0,-1,-1,<50k
81,35,-3,-5,0,-5,-1,0,<50k
24,16,-2,-1,-2,-2,-1,0,<50k
32,50,-1,-1,-4,0,-1,-1,<50k
47,40,0,-5,-4,0,0,-1,>=50k
44,40,-3,-5,-4,-5,0,-1,<50k
24,40,-2,-1,-2,-1,-1,-1,<50k
37,36,0,-1,-4,-2,-1,0,>=50k
51,40,-2,-7,-4,-3,-1,-1,>=50k
52,50,-2,-5,-4,0,-1,-1,<50k
22,40,-2,-1,-2,-1,-1,0,<50k
28,40,-2,0,-2,-2,0,-1,<50k
47,40,-1,-1,-4,0,-1,-1,<50k
43,40,-2,-5,-4,0,-1,-1,<50k
25,45,-2,-5,-2,-1,-1,-1,<50k
43,60,-2,-1,-4,0,-1,-1,>=50k
25,20,-2,-7,-2,-1,-1,0,<50k
59,60,-2,-4,-4,-4,-1,-1,<50k
29,35,-2,0,0,-4,-1,0,<50k
30,40,-2,-2,-4,0,-1,0,<50k
24,40,-2,-1,-4,0,0,0,<50k
38,40,-2,-7,-2,-2,-1,-1,<50k
37,60,-1,-5,-4,-1,-1,-1,>=50k
26,40,-2,-2,-4,0,-1,-1,<50k
30,40,-2,-5,-2,-2,-1,0,<50k
73,10,0,-4,-4,-4,-1,-1,>=50k
30,40,-2,-5,-4,0,0,-1,<50k
33,40,-2,-5,-4,-2,-1,-1,<50k
46,58,-2,-1,-4,0,-1,-1,<50k
40,20,-3,-5,-4,-5,0,0,<50k
18,40,-2,-2,-2,-2,-1,-1,<50k
35,8,-2,-7,-4,-4,-1,0,>=50k
22,40,-2,-5,-2,-1,-1,0,<50k
50,60,-1,-5,-4,-3,0,-1,<50k
62,40,-3,-2,-1,-5,0,-1,<50k
39,40,-1,-7,-4,-1,-1,-1,>=50k
22,40,-2,-1,-2,-3,-1,-1,<50k
